model,partition,adulterant,level_pct,identification_acc,pred_mean,abs_err
KAN,44,sunflower,4,0.9375,8.907541275024414,4.907541275024414
KAN,44,sunflower,8,1.0,13.09116268157959,5.09116268157959
KAN,44,sunflower,12,0.0,14.83851826985677,3.932475789388021
KAN,44,sunflower,16,0.25,22.81329870223999,6.81329870223999
KAN,44,sunflower,20,0.75,31.340799808502197,11.340799808502197
KAN,44,sunflower,24,1.0,13.068359851837158,10.931640148162842
KAN,44,sunflower,28,1.0,24.80870294570923,4.15774393081665
KAN,44,sunflower,32,1.0,27.92766809463501,4.121849536895752
KAN,44,sunflower,36,1.0,24.589426040649414,11.410573959350586
KAN,44,sunflower,40,1.0,40.21181061688591,1.805421043844784
KAN,44,sunflower,44,1.0,40.696688175201416,3.3446269035339355
KAN,44,sunflower,48,1.0,51.12086629867554,3.538806438446045
KAN,44,sunflower,52,1.0,49.74619793891907,4.422596216201782
KAN,44,sunflower,56,1.0,51.30656313896179,4.7677295207977295
KAN,44,sunflower,60,1.0,64.48771464824677,4.535878539085388
KAN,44,sunflower,64,1.0,65.72228765487671,4.289734840393066
KAN,44,sunflower,68,1.0,64.48339533805847,3.5166046619415283
KAN,44,sunflower,72,1.0,76.50594139099121,4.75321888923645
KAN,44,sunflower,76,1.0,77.4200769662857,2.1507333517074585
KAN,44,sunflower,80,1.0,80.62318917683193,1.560600893838065
KAN,44,sunflower,84,1.0,82.24239999055862,2.6081650853157043
KAN,44,sunflower,88,1.0,87.02624893188477,3.7660725116729736
KAN,44,sunflower,92,1.0,90.78012937307358,1.296204388141632
KAN,44,sunflower,96,1.0,91.62400886416435,4.375991135835648
KAN,44,sunflower,100,1.0,78.68721053179573,21.312789468204272
