arm,model,adulterant,level_pct,lot,n_spectra,identification_acc,detection_rate,pred_adulterant_mean,pred_adulterant_sd,abs_error_mean
A,MLP,sunflower,68,T2,16,1.0,1.0,69.02852046489716,1.3339723352366002,1.2728847265243521
A,MLP,sunflower,72,T3,16,1.0,1.0,69.48350481192271,1.7129651484969508,2.592531005541483
A,MLP,sunflower,76,T4,16,1.0,1.0,70.97101843357086,2.1053806975209723,5.028981566429137
A,MLP,sunflower,80,T5,14,1.0,1.0,80.49485469999766,1.434470417936341,1.372016180129279
A,MLP,sunflower,84,T1,16,1.0,1.0,83.58107640345892,2.7703831963934227,2.27517948547999
A,MLP,sunflower,88,T2,16,1.0,1.0,86.65545976161957,1.6125285959837856,1.5909731388092023
A,MLP,sunflower,92,T3,16,1.0,1.0,88.01885747909546,1.8085909942265868,3.9910900195439645
A,MLP,sunflower,96,T4,16,1.0,1.0,90.98795475562414,2.193186890187693,5.012045244375866
A,MLP,sunflower,100,T5,17,1.0,1.0,96.68999665712609,1.1618152890529776,3.310003342873909
A,PLS,peanut,4,T1,16,1.0,1.0,14.789685,2.475332978314902,10.789685
A,PLS,peanut,8,T2,16,0.1875,0.9375,13.737611875,1.7482611322157366,5.737611875000001
A,PLS,peanut,12,T3,16,1.0,1.0,13.631644999999999,1.4589561815992529,1.7800512500000005
A,PLS,peanut,16,T4,16,1.0,1.0,16.018595625,1.066547572165873,0.8528993749999998
A,PLS,peanut,20,T5,16,1.0,1.0,25.732729999999997,1.9402341801270633,5.732729999999999
A,PLS,peanut,24,T1,16,1.0,1.0,29.262317499999998,1.8002012959499831,5.262317499999998
A,PLS,peanut,28,T2,16,1.0,1.0,30.54312625,2.062388348806224,2.6664024999999985
A,PLS,peanut,32,T3,16,1.0,1.0,30.0078075,1.3277110028993506,2.04149625
A,PLS,peanut,36,T4,16,1.0,1.0,33.550853125,0.9659528040004078,2.4491468749999985
A,PLS,peanut,40,T5,16,1.0,1.0,43.585624375,1.6418462217311705,3.585624374999999
A,PLS,peanut,44,T1,16,1.0,1.0,46.24204,1.2761311820133026,2.2420400000000003
A,PLS,peanut,48,T2,16,1.0,1.0,49.10194750000001,2.127031018151827,2.0586012499999993
A,PLS,peanut,52,T3,16,1.0,1.0,49.2782525,2.0175458353273337,3.0232374999999996
A,PLS,peanut,56,T4,16,1.0,1.0,51.768473750000005,1.0217860822297071,4.23152625
A,PLS,peanut,60,T5,16,1.0,1.0,62.942372500000005,1.6024355825783851,2.9658562499999994
A,PLS,peanut,64,T1,17,1.0,1.0,66.57402823529412,2.3563432915596025,2.8365788235294107
A,PLS,peanut,68,T2,16,1.0,1.0,67.7639425,2.1025344004082305,1.7327299999999992
A,PLS,peanut,72,T3,16,1.0,1.0,69.63571375000001,1.4832900229057253,2.4550412500000016
A,PLS,peanut,76,T4,16,1.0,1.0,73.362343125,1.7886064244534754,2.6924206250000005
A,PLS,peanut,80,T5,16,1.0,1.0,82.057678125,2.216716092855131,2.443693125000001
A,PLS,peanut,84,T1,16,1.0,1.0,86.289544375,2.4791597908403533,2.567604375
A,PLS,peanut,88,T2,16,1.0,1.0,91.050741875,2.1019661534706615,3.050741875000001
A,PLS,peanut,92,T3,16,1.0,1.0,93.162199375,2.2095467580855255,1.9604206250000011
A,PLS,peanut,96,T4,16,1.0,1.0,95.872990625,1.7776246838725307,1.373903125000001
A,PLS,peanut,100,T5,16,1.0,1.0,99.95342625,0.1862950000000012,0.0465737500000003
A,PLS,sunflower,4,T1,16,1.0,1.0,18.6617575,2.883129909577436,14.6617575
A,PLS,sunflower,8,T2,16,1.0,0.9375,14.222742499999999,1.947293728764786,6.2227425
A,PLS,sunflower,12,T3,15,1.0,1.0,16.488751999999995,1.8816992604793616,4.488751999999999
A,PLS,sunflower,16,T4,16,0.6875,0.75,8.211511875000001,2.0204160730906175,7.788488124999999
A,PLS,sunflower,20,T5,16,1.0,1.0,27.100413124999996,1.4515529906171465,7.1004131249999975
A,PLS,sunflower,24,T1,16,1.0,1.0,36.32373,2.398958259775827,12.323730000000001
A,PLS,sunflower,28,T2,16,1.0,1.0,32.24274125,1.584744697558044,4.242741250000001
A,PLS,sunflower,32,T3,16,1.0,1.0,31.296274375000003,2.171120784556427,1.933260624999999
A,PLS,sunflower,36,T4,16,1.0,1.0,27.437448125000003,1.8837279117438688,8.562551874999999
A,PLS,sunflower,40,T5,17,1.0,1.0,45.85088294117648,1.6728253573212768,5.850882941176471
A,PLS,sunflower,44,T1,16,1.0,1.0,47.666590625,1.814157505515876,3.7517706250000002
A,PLS,sunflower,48,T2,16,1.0,1.0,50.591180625,1.5894872139130025,2.6728168750000005
A,PLS,sunflower,52,T3,16,1.0,1.0,49.021611875000005,1.6717204226712823,2.9783881250000004
A,PLS,sunflower,56,T4,16,1.0,1.0,50.14969625,1.9988877410862773,5.85030375
A,PLS,sunflower,60,T5,16,1.0,1.0,64.320386875,1.1584732845817323,4.320386875000001
A,PLS,sunflower,64,T1,16,1.0,1.0,65.16219000000001,3.3981769142664326,2.8554950000000003
A,PLS,sunflower,68,T2,16,1.0,1.0,67.90064749999999,2.0675334441970534,1.5486849999999994
A,PLS,sunflower,72,T3,16,1.0,1.0,69.76357125,2.8318156853530687,2.6383587500000005
A,PLS,sunflower,76,T4,16,1.0,1.0,74.27069625,1.6171183736670816,1.9957662500000009
A,PLS,sunflower,80,T5,14,1.0,1.0,82.910635,1.8476278428620938,3.020527857142856
A,PLS,sunflower,84,T1,16,1.0,1.0,83.181416875,3.5108729387085833,3.2625793749999987
A,PLS,sunflower,88,T2,16,1.0,1.0,90.1095975,3.220550979613064,2.9658612499999997
A,PLS,sunflower,92,T3,16,1.0,1.0,91.227331875,1.6428613539115968,1.4654818749999992
A,PLS,sunflower,96,T4,16,1.0,1.0,97.613979375,1.603642526128017,1.851268124999998
A,PLS,sunflower,100,T5,17,1.0,1.0,99.91784529411765,0.33873252999449416,0.08215470588235305
A,RF,peanut,4,T1,16,0.8125,1.0,16.9372225,4.597821028635274,12.9372225
A,RF,peanut,8,T2,16,0.0,1.0,17.678610833333334,1.3947084493780997,9.678610833333334
A,RF,peanut,12,T3,16,0.5,1.0,19.2462475,2.715659056825391,7.246247499999999
A,RF,peanut,16,T4,16,1.0,1.0,22.98472208333333,6.852369595211934,7.196944583333333
A,RF,peanut,20,T5,16,0.3125,1.0,22.051666249999997,1.7388004314507008,2.1111112499999996
A,RF,peanut,24,T1,16,1.0,1.0,38.337778541666665,17.37075697001367,16.532778541666666
A,RF,peanut,28,T2,16,0.9375,0.9375,26.948332916666665,5.362788972781463,2.967222083333332
A,RF,peanut,32,T3,16,0.75,0.6875,17.215253750000002,10.270287062185561,15.20202
A,RF,peanut,36,T4,16,1.0,1.0,26.483897083333332,14.51085015540389,15.997770000000003
A,RF,peanut,40,T5,16,1.0,1.0,40.32638874999999,6.081965503283474,5.176388333333333
A,RF,peanut,44,T1,16,1.0,1.0,62.42194458333333,8.709633038553207,19.34138916666667
A,RF,peanut,48,T2,16,1.0,1.0,48.56777770833334,2.0587593751519093,1.5116668750000004
A,RF,peanut,52,T3,16,0.875,0.6875,33.095864375,23.120880896317964,20.095345625
A,RF,peanut,56,T4,16,1.0,1.0,62.633333541666666,4.552013909697141,6.6377781250000005
A,RF,peanut,60,T5,16,1.0,1.0,58.243055625,9.78709805152513,7.228611041666666
A,RF,peanut,64,T1,17,1.0,1.0,69.16287627450981,1.6467256362547,5.162876274509804
A,RF,peanut,68,T2,16,1.0,1.0,67.61999979166666,3.0409505475690826,2.1827777083333357
A,RF,peanut,72,T3,16,1.0,1.0,65.08110166666667,11.900276958951652,8.205567916666666
A,RF,peanut,76,T4,16,1.0,1.0,78.5577775,2.4200407153671635,2.866666666666667
A,RF,peanut,80,T5,16,1.0,1.0,76.87805583333335,5.085012732858745,5.446388333333333
A,RF,peanut,84,T1,16,1.0,1.0,79.76638854166666,5.836878710685599,5.578611041666667
A,RF,peanut,88,T2,16,1.0,1.0,88.357221875,3.23760873367183,2.014999791666667
A,RF,peanut,92,T3,16,1.0,1.0,89.03776729166667,4.05708366892703,4.215066458333335
A,RF,peanut,96,T4,16,1.0,1.0,91.89861125,3.0911575919640284,4.10138875
A,RF,peanut,100,T5,16,1.0,1.0,89.49416729166667,1.5758703297986096,10.505832708333333
A,RF,sunflower,4,T1,16,0.25,1.0,17.702500208333333,4.171399514472682,13.702500208333333
A,RF,sunflower,8,T2,16,0.8125,0.625,13.431666458333334,7.287633361305171,7.267222291666667
A,RF,sunflower,12,T3,15,0.3333333333333333,0.4666666666666667,9.762947333333326,4.486834985147811,4.528698000000004
A,RF,sunflower,16,T4,16,0.0,1.0,15.878333958333332,2.213486418084887,1.8322218750000019
A,RF,sunflower,20,T5,16,1.0,1.0,31.82388833333333,12.377718407331603,15.167777916666667
A,RF,sunflower,24,T1,16,0.75,1.0,13.866944166666663,3.9251264530706265,10.133055833333337
A,RF,sunflower,28,T2,16,1.0,1.0,37.82972208333334,5.9864643616937565,10.39361125
A,RF,sunflower,32,T3,16,1.0,1.0,33.71802125000001,5.2446660940442715,3.721104166666667
A,RF,sunflower,36,T4,16,1.0,1.0,27.165276875,4.740010134172862,8.834723125
A,RF,sunflower,40,T5,17,1.0,1.0,52.03686235294118,5.306264467914547,12.057777647058824
A,RF,sunflower,44,T1,16,1.0,1.0,36.00361145833334,12.409304538961969,12.791945208333331
A,RF,sunflower,48,T2,16,1.0,1.0,52.97666645833333,4.781272170207494,5.147221875
A,RF,sunflower,52,T3,16,1.0,1.0,49.93580791666666,5.5382533017690125,3.916462083333333
A,RF,sunflower,56,T4,16,1.0,1.0,51.06666666666667,2.8622985602890205,4.933333333333333
A,RF,sunflower,60,T5,16,1.0,1.0,62.685000208333335,1.6658069009330716,2.6850002083333333
A,RF,sunflower,64,T1,16,1.0,1.0,63.237222083333336,23.250882381192262,20.33555541666667
A,RF,sunflower,68,T2,16,1.0,1.0,67.06777729166667,4.129889494013168,3.4872222916666678
A,RF,sunflower,72,T3,16,1.0,1.0,67.18448895833333,3.6777538736482085,5.145447291666667
A,RF,sunflower,76,T4,16,1.0,1.0,70.49611104166667,7.512316051658372,7.244999791666667
A,RF,sunflower,80,T5,14,1.0,1.0,78.64793547619047,3.4712325822779024,3.061905000000002
A,RF,sunflower,84,T1,16,1.0,1.0,61.30444479166667,23.68775173079792,23.36333354166667
A,RF,sunflower,88,T2,16,1.0,1.0,78.19444374999999,9.79034176791157,9.80555625
A,RF,sunflower,92,T3,16,1.0,1.0,85.86252875,1.521950947991802,6.137471250000002
A,RF,sunflower,96,T4,16,1.0,1.0,82.89333354166666,10.297047614997041,13.417221875
A,RF,sunflower,100,T5,17,1.0,1.0,92.97516352941177,2.8672293359808165,7.0248364705882365
A,SVM,peanut,4,T1,16,0.3125,1.0,25.135321875,4.070942590500336,21.135321875
A,SVM,peanut,8,T2,16,0.0,1.0,18.636509375000003,2.830084029497989,10.636509375000003
A,SVM,peanut,12,T3,16,1.0,1.0,15.633416875,2.9791446657583203,3.992993125
A,SVM,peanut,16,T4,16,1.0,1.0,26.5915575,2.6631615494983896,10.5915575
A,SVM,peanut,20,T5,16,0.9375,1.0,24.613563749999997,1.5394912560577723,4.613563749999998
A,SVM,peanut,24,T1,16,1.0,1.0,30.752885625,1.9663149606543,6.752885625000002
A,SVM,peanut,28,T2,16,1.0,1.0,28.699105,2.33782987049671,2.033242499999999
A,SVM,peanut,32,T3,16,1.0,1.0,29.513924375,2.530383234779452,2.941994375000002
A,SVM,peanut,36,T4,16,1.0,1.0,31.348456874999997,1.8747053986967979,4.651543125
A,SVM,peanut,40,T5,16,1.0,1.0,40.835119999999996,1.800627440884611,1.481138749999999
A,SVM,peanut,44,T1,16,1.0,1.0,41.660528125,1.618142029140082,2.410390625
A,SVM,peanut,48,T2,16,1.0,1.0,44.236641875,2.4367722262704237,3.763358125
A,SVM,peanut,52,T3,16,1.0,1.0,48.1980975,5.1035662942541125,4.297191249999999
A,SVM,peanut,56,T4,16,1.0,1.0,47.7284925,2.2625494936214468,8.271507500000002
A,SVM,peanut,60,T5,16,1.0,1.0,59.451065625,3.1641944034840193,2.6050256250000006
A,SVM,peanut,64,T1,17,1.0,1.0,53.734475294117644,3.551248636814448,10.265524705882354
A,SVM,peanut,68,T2,16,1.0,1.0,65.73170999999999,3.3000222700117265,3.2116375000000015
A,SVM,peanut,72,T3,16,1.0,1.0,71.23790875,6.764369997998704,5.0210712499999985
A,SVM,peanut,76,T4,16,1.0,1.0,65.88544812500001,3.1571406866070424,10.114551875
A,SVM,peanut,80,T5,16,1.0,1.0,79.195938125,4.198041484904149,3.073960624999998
A,SVM,peanut,84,T1,16,1.0,1.0,68.97521,4.186037630173272,15.02479
A,SVM,peanut,88,T2,16,1.0,1.0,86.61944,4.600800232227724,3.9124525000000014
A,SVM,peanut,92,T3,16,1.0,1.0,94.16740812500001,3.3472053154519186,3.553951874999999
A,SVM,peanut,96,T4,16,1.0,1.0,76.59236687500001,4.11240970979744,19.407633124999997
A,SVM,peanut,100,T5,16,1.0,1.0,91.29944312500001,4.17108983044275,8.700556874999998
A,SVM,sunflower,4,T1,16,1.0,1.0,31.227403125000002,3.0797432570150347,27.227403125000002
A,SVM,sunflower,8,T2,16,1.0,1.0,18.300536875,3.367601702491392,10.300536875
A,SVM,sunflower,12,T3,15,0.6666666666666666,1.0,21.390314,7.693625521452157,9.480620666666669
A,SVM,sunflower,16,T4,16,0.125,1.0,18.535685625,2.5900427193335855,2.8756056250000004
A,SVM,sunflower,20,T5,16,1.0,1.0,29.69872375,1.1840726562610087,9.698723750000001
A,SVM,sunflower,24,T1,16,1.0,1.0,38.64103625,2.2729589155514893,14.641036249999999
A,SVM,sunflower,28,T2,16,1.0,1.0,31.828591249999995,2.084678177327378,3.828591249999998
A,SVM,sunflower,32,T3,16,1.0,1.0,27.64887375,2.8266891905687697,4.6876375
A,SVM,sunflower,36,T4,16,1.0,1.0,29.9954025,2.347381658908495,6.004597499999999
A,SVM,sunflower,40,T5,17,1.0,1.0,44.72346882352941,2.0786654394793858,4.723468823529412
A,SVM,sunflower,44,T1,16,1.0,1.0,48.0837725,2.2118548156618845,4.0942637500000005
A,SVM,sunflower,48,T2,16,1.0,1.0,48.08200375,2.339856048996391,1.9536012500000006
A,SVM,sunflower,52,T3,16,1.0,1.0,46.360185625,3.0312992005364485,5.715630625
A,SVM,sunflower,56,T4,16,1.0,1.0,46.594460624999996,1.6339768081155817,9.405539375
A,SVM,sunflower,60,T5,16,1.0,1.0,66.3882525,2.01894500537781,6.3882525
A,SVM,sunflower,64,T1,16,1.0,1.0,61.182469375,4.106963733759963,4.0940868749999995
A,SVM,sunflower,68,T2,16,1.0,1.0,62.921929375000005,3.9988426885528914,5.572079375
A,SVM,sunflower,72,T3,16,1.0,1.0,71.22927250000001,3.944719541866063,2.97211375
A,SVM,sunflower,76,T4,16,1.0,1.0,74.50102874999999,3.498344061784805,2.9114050000000002
A,SVM,sunflower,80,T5,14,1.0,1.0,82.21617214285713,3.736400156800822,3.1889221428571415
A,SVM,sunflower,84,T1,16,1.0,1.0,70.411646875,4.8761875267517745,13.588353125000001
A,SVM,sunflower,88,T2,16,1.0,1.0,82.384696875,7.762259138331417,7.175644374999999
A,SVM,sunflower,92,T3,16,1.0,1.0,94.52231,3.6633986089440684,3.88622125
A,SVM,sunflower,96,T4,16,1.0,1.0,90.592451875,4.720852938962364,5.586661875000001
A,SVM,sunflower,100,T5,17,1.0,1.0,91.12551941176469,4.375222118800757,8.874480588235294
B,KAN,peanut,4,T1,16,1.0,0.9375,9.326520284016928,1.822041426930908,5.326520284016928
B,KAN,peanut,8,T2,16,0.9375,0.0,6.825012683868408,2.0123491573456436,1.9894299507141096
B,KAN,peanut,12,T3,16,0.4375,0.625,10.92745304107666,4.077751325472947,3.695200602213541
B,KAN,peanut,16,T4,16,1.0,1.0,15.060863018035889,1.0773364275305466,1.1199615796407079
B,KAN,peanut,20,T5,16,1.0,1.0,31.305238326390587,2.347509836905724,11.305238326390587
B,KAN,peanut,24,T1,16,1.0,1.0,30.156785329182945,1.4307625972086768,6.156785329182942
B,KAN,peanut,28,T2,16,1.0,1.0,28.49134206771851,2.740857554350834,2.098143418629963
B,KAN,peanut,32,T3,16,1.0,1.0,29.173827409744263,1.6954983275235347,2.938241243362426
B,KAN,peanut,36,T4,16,1.0,1.0,35.172298431396484,2.005354169196227,1.7124109268188477
B,KAN,peanut,40,T5,16,1.0,1.0,45.3293940226237,1.2014914765853513,5.329394022623698
B,KAN,peanut,44,T1,16,1.0,1.0,47.87308963139852,1.45746573133565,3.8730896313985186
B,KAN,peanut,48,T2,16,1.0,1.0,48.76187094052632,1.9696601386891253,1.7499217192331948
B,KAN,peanut,52,T3,16,1.0,1.0,49.53783996899922,2.0804553297381334,2.658528089523315
B,KAN,peanut,56,T4,16,1.0,1.0,56.028233766555786,0.9506112900707215,0.7516690095265717
B,KAN,peanut,60,T5,16,1.0,1.0,63.90329968929291,1.6505018446318287,3.9124808708826717
B,KAN,peanut,64,T1,17,1.0,1.0,65.37189947390088,1.9052237100449056,1.8877524581609975
B,KAN,peanut,68,T2,16,1.0,1.0,66.55976323286693,1.6130193789872487,1.8892508745193446
B,KAN,peanut,72,T3,16,1.0,1.0,70.63035567601521,2.043094392889949,2.1433013280232753
B,KAN,peanut,76,T4,16,1.0,1.0,77.19544410705566,1.7175065722633842,1.6092524528503427
B,KAN,peanut,80,T5,16,1.0,1.0,80.8715108235677,2.1989506682392763,1.7492579619089756
B,KAN,peanut,84,T1,16,1.0,1.0,88.94887486100197,1.9947589789696438,4.948874861001968
B,KAN,peanut,88,T2,16,1.0,1.0,86.5642072657744,1.7353483522872695,1.96997649470965
B,KAN,peanut,92,T3,16,1.0,1.0,90.35296081006527,2.328076695248812,2.4136700083812066
B,KAN,peanut,96,T4,16,1.0,1.0,94.71125249937177,0.9349450093854142,1.288747500628233
B,KAN,peanut,100,T5,16,1.0,1.0,92.77886129419008,0.5222100197571702,7.221138705809911
B,KAN,sunflower,4,T1,16,0.875,0.3125,7.033332347869871,2.322625125267475,3.0333323478698713
B,KAN,sunflower,8,T2,16,0.8125,0.0625,9.060606479644775,1.3936398923488729,1.4762797355651847
B,KAN,sunflower,12,T3,15,1.0,0.8666666666666667,13.343698798285592,3.4439527729813726,2.9887678358289937
B,KAN,sunflower,16,T4,16,0.9375,0.75,8.965383529663086,2.2887064405687183,7.034616470336913
B,KAN,sunflower,20,T5,16,1.0,1.0,29.799124161402382,3.841580074885552,9.799124161402386
B,KAN,sunflower,24,T1,16,1.0,1.0,24.74167283376058,1.931164376409148,1.6240472793579084
B,KAN,sunflower,28,T2,16,1.0,1.0,26.083043575286865,1.7773093005900202,2.3733894030253095
B,KAN,sunflower,32,T3,16,1.0,1.0,32.379677057266235,2.6691781354396915,1.9980420271555568
B,KAN,sunflower,36,T4,16,1.0,1.0,29.23296038309733,1.7938139385273173,6.767039616902672
B,KAN,sunflower,40,T5,17,1.0,1.0,46.587004942052495,2.413572418276388,6.587004942052503
B,KAN,sunflower,44,T1,16,1.0,1.0,42.999578555425,3.0098922810193574,2.389542500178019
B,KAN,sunflower,48,T2,16,1.0,1.0,49.75895404815674,2.9500705966161926,2.697878042856852
B,KAN,sunflower,52,T3,16,1.0,1.0,49.44086980819702,2.1413956046488116,2.9300085703531904
B,KAN,sunflower,56,T4,16,1.0,1.0,50.17497897148132,1.8672155783488151,5.825021028518677
B,KAN,sunflower,60,T5,16,1.0,1.0,68.50308152039847,3.132940836998275,8.50308152039846
B,KAN,sunflower,64,T1,16,1.0,1.0,62.31751879056294,2.9708215579338364,2.959564765294392
B,KAN,sunflower,68,T2,16,1.0,1.0,64.98992685476938,2.0863505013436234,3.1793960332870483
B,KAN,sunflower,72,T3,16,1.0,1.0,73.29706112543741,2.2398094719230057,2.1734853585561114
B,KAN,sunflower,76,T4,16,1.0,1.0,74.100887576739,2.1004660980350893,2.301870703697203
B,KAN,sunflower,80,T5,14,1.0,1.0,84.05677829469953,1.4077776734553527,4.056778294699533
B,KAN,sunflower,84,T1,16,1.0,1.0,83.84816484649976,3.114080831563245,2.4406497180461892
B,KAN,sunflower,88,T2,16,1.0,1.0,84.57361129919688,3.169176235553234,3.9817682902018223
B,KAN,sunflower,92,T3,16,1.0,1.0,89.98093326886496,2.0028843788042257,2.077480455239612
B,KAN,sunflower,96,T4,16,1.0,1.0,93.82095354298751,0.8155737856062751,2.179046457012493
B,KAN,sunflower,100,T5,17,1.0,1.0,94.49514881302329,0.7938638137498143,5.504851186976714
B,MLP,peanut,4,T1,16,1.0,1.0,14.522216478983562,1.851456053655654,10.522216478983562
B,MLP,peanut,8,T2,16,0.8125,0.9375,13.298056443532309,1.6135696311933143,5.2980564435323085
B,MLP,peanut,12,T3,16,1.0,1.0,12.789558728535969,1.6690735169290203,1.3910500208536787
B,MLP,peanut,16,T4,16,1.0,1.0,12.317436854044598,1.0541758498491491,3.6825631459554025
B,MLP,peanut,20,T5,16,1.0,1.0,31.4753999710083,2.9559144955471126,11.4753999710083
B,MLP,peanut,24,T1,16,1.0,1.0,31.635725180308025,1.5706970840654377,7.635725180308024
B,MLP,peanut,28,T2,16,1.0,1.0,35.83619403839111,1.7584316608801824,7.836194038391113
B,MLP,peanut,32,T3,16,1.0,1.0,28.521942615509033,1.9898592274629852,3.4780573844909677
B,MLP,peanut,36,T4,16,1.0,1.0,31.157859404881794,2.4190453070775435,4.932646036148071
B,MLP,peanut,40,T5,16,1.0,1.0,46.38861656188965,2.401119095096212,6.388616561889648
B,MLP,peanut,44,T1,16,1.0,1.0,50.630869706471756,1.3492180410939887,6.630869706471761
B,MLP,peanut,48,T2,16,1.0,1.0,54.41323161125183,1.7711185884826715,6.413231611251831
B,MLP,peanut,52,T3,16,1.0,1.0,49.074197689692184,2.8154211199233554,3.3705049355824785
B,MLP,peanut,56,T4,16,1.0,1.0,51.55579996109009,1.934084556702611,4.444200038909912
B,MLP,peanut,60,T5,16,1.0,1.0,63.551776727040604,1.9481189806103425,3.551776727040608
B,MLP,peanut,64,T1,17,1.0,1.0,69.17673178280101,1.7912083622358417,5.176731782801008
B,MLP,peanut,68,T2,16,1.0,1.0,69.64907344182332,1.6930263043881204,1.971986373265585
B,MLP,peanut,72,T3,16,1.0,1.0,69.12399379412334,2.462554608521031,3.2834525108337402
B,MLP,peanut,76,T4,16,1.0,1.0,73.54392504692078,1.9369300473412094,2.6605687141418457
B,MLP,peanut,80,T5,16,1.0,1.0,80.76337202390036,2.173542773733022,1.6561765670776358
B,MLP,peanut,84,T1,16,1.0,1.0,85.62181903918585,1.431832039440618,1.7053290406862889
B,MLP,peanut,88,T2,16,1.0,1.0,87.40840554237366,0.8818047614527239,0.7879260778427115
B,MLP,peanut,92,T3,16,1.0,1.0,89.663625061512,2.2536150062424123,2.6949012279510516
B,MLP,peanut,96,T4,16,1.0,1.0,94.07540187860528,1.5864361600275185,2.109266051401695
B,MLP,peanut,100,T5,16,1.0,1.0,97.29187164704005,1.089963963370799,2.7081283529599496
B,MLP,sunflower,4,T1,16,0.9375,1.0,14.601225376129152,2.0544544531465796,10.601225376129152
B,MLP,sunflower,8,T2,16,1.0,0.9375,14.001848538716636,1.8773639762996652,6.001848538716636
B,MLP,sunflower,12,T3,15,1.0,1.0,13.470193481445312,2.2664296817026957,2.2451765272352437
B,MLP,sunflower,16,T4,16,0.6875,0.75,8.865427017211914,2.0342879140230683,7.134572982788087
B,MLP,sunflower,20,T5,16,1.0,1.0,28.64132022857666,1.3688722643957405,8.64132022857666
B,MLP,sunflower,24,T1,16,1.0,1.0,32.34947021802267,2.4952544109549106,8.349470218022667
B,MLP,sunflower,28,T2,16,1.0,1.0,34.49486247698466,2.630769108443461,6.494862476984661
B,MLP,sunflower,32,T3,16,1.0,1.0,30.750851790110268,2.9259615150162817,2.743746280670166
B,MLP,sunflower,36,T4,16,1.0,1.0,27.7543142636617,1.4463737734151854,8.245685736338299
B,MLP,sunflower,40,T5,17,1.0,1.0,47.54116020950616,2.4615078297160142,7.541160209506167
B,MLP,sunflower,44,T1,16,1.0,1.0,48.46265538533528,1.8039171044696596,4.537679036458334
B,MLP,sunflower,48,T2,16,1.0,1.0,52.03397178649902,2.7060651133628624,4.271517753601074
B,MLP,sunflower,52,T3,16,1.0,1.0,49.35989761352539,2.687624903900572,3.0489749908447275
B,MLP,sunflower,56,T4,16,1.0,1.0,49.638580878575645,2.589264670772313,6.361419121424357
B,MLP,sunflower,60,T5,16,1.0,1.0,66.03815225760141,2.041195629039117,6.0381522576014195
B,MLP,sunflower,64,T1,16,1.0,1.0,64.60508533318837,3.454635276582372,2.705926219622294
B,MLP,sunflower,68,T2,16,1.0,1.0,69.00443025430044,1.2674202091882867,1.2536073128382368
B,MLP,sunflower,72,T3,16,1.0,1.0,69.04397877057393,3.261926378705394,3.1572779814402265
B,MLP,sunflower,76,T4,16,1.0,1.0,72.76802043120065,2.685683549787433,3.3369916677474984
B,MLP,sunflower,80,T5,14,1.0,1.0,80.06945210411436,1.5795518202130407,1.117032732282366
B,MLP,sunflower,84,T1,16,1.0,1.0,83.58107640345892,2.7703831963934227,2.27517948547999
B,MLP,sunflower,88,T2,16,1.0,1.0,86.56673693656921,1.645726289278694,1.6989480654398603
B,MLP,sunflower,92,T3,16,1.0,1.0,88.9881385366122,1.607121372047927,3.011861463387808
B,MLP,sunflower,96,T4,16,1.0,1.0,95.7211543880403,1.569911312396129,1.1862785580257569
B,MLP,sunflower,100,T5,17,1.0,1.0,95.50926824177013,1.7720760548678922,4.490731758229873
B,PLS,peanut,4,T1,16,1.0,1.0,14.789685,2.475332978314902,10.789685
B,PLS,peanut,8,T2,16,0.1875,0.9375,13.737611875,1.7482611322157366,5.737611875000001
B,PLS,peanut,12,T3,16,1.0,1.0,15.484920625,2.180043815417384,3.484920625
B,PLS,peanut,16,T4,16,1.0,1.0,16.018595625,1.066547572165873,0.8528993749999998
B,PLS,peanut,20,T5,16,1.0,1.0,25.732729999999997,1.9402341801270633,5.732729999999999
B,PLS,peanut,24,T1,16,1.0,1.0,29.262317499999998,1.8002012959499831,5.262317499999998
B,PLS,peanut,28,T2,16,1.0,1.0,30.54312625,2.062388348806224,2.6664024999999985
B,PLS,peanut,32,T3,16,1.0,1.0,31.757515,1.4683501954869849,1.1111699999999987
B,PLS,peanut,36,T4,16,1.0,1.0,33.550853125,0.9659528040004078,2.4491468749999985
B,PLS,peanut,40,T5,16,1.0,1.0,43.585624375,1.6418462217311705,3.585624374999999
B,PLS,peanut,44,T1,16,1.0,1.0,46.24204,1.2761311820133026,2.2420400000000003
B,PLS,peanut,48,T2,16,1.0,1.0,49.10194750000001,2.127031018151827,2.0586012499999993
B,PLS,peanut,52,T3,16,1.0,1.0,51.21001125,2.421729607111069,2.05160125
B,PLS,peanut,56,T4,16,1.0,1.0,51.768473750000005,1.0217860822297071,4.23152625
B,PLS,peanut,60,T5,16,1.0,1.0,62.942372500000005,1.6024355825783851,2.9658562499999994
B,PLS,peanut,64,T1,17,1.0,1.0,66.57402823529412,2.3563432915596025,2.8365788235294107
B,PLS,peanut,68,T2,16,1.0,1.0,67.7639425,2.1025344004082305,1.7327299999999992
B,PLS,peanut,72,T3,16,1.0,1.0,70.985366875,1.0762556849851799,1.2343243750000008
B,PLS,peanut,76,T4,16,1.0,1.0,73.362343125,1.7886064244534754,2.6924206250000005
B,PLS,peanut,80,T5,16,1.0,1.0,82.057678125,2.216716092855131,2.443693125000001
B,PLS,peanut,84,T1,16,1.0,1.0,86.289544375,2.4791597908403533,2.567604375
B,PLS,peanut,88,T2,16,1.0,1.0,91.050741875,2.1019661534706615,3.050741875000001
